"","M","q","s1","s2","s3","s4","s5","s6","log.lik"
"32",0.154654654654655,5.01965974631728,0,0.114391551941748,0.327665875744645,0.559277916570242,1,1,6416.67276574846
"33",0.154804804804805,5.0195398782637,0,0.114285359747418,0.327412017093012,0.558929634258537,1,1,6416.52301944796
"34",0.154954954954955,5.01942054319817,0,0.114179149883217,0.327158318095112,0.558581729709729,1,1,6416.37373715432
"35",0.155105105105105,5.01930175523139,0,0.114072940456088,0.326904745118839,0.558234196189229,1,1,6416.22491864895
"36",0.155255255255255,5.01918351307889,0,0.113966762147646,0.326651305574944,0.557887012819028,1,1,6416.07656371434
"37",0.155405405405405,5.01906581252861,0,0.113860644288846,0.326398022363832,0.557540152500335,1,1,6415.92867213334
"38",0.155555555555556,5.01894865487179,0,0.113754610350321,0.326144919253835,0.557193589059893,1,1,6415.78124368856
"39",0.155705705705706,5.01883204591763,0,0.113648677365239,0.325892014947925,0.55684730304082,1,1,6415.63427816242
"40",0.155855855855856,5.01871599530655,0,0.11354285641862,0.32563932216786,0.556501285735076,1,1,6415.48777533712
"41",0.156006006006006,5.01860051088335,0,0.113437153295554,0.325386849143562,0.556155540922642,1,1,6415.34173499494
"42",0.156156156156156,5.01848559290306,0,0.113331569318849,0.325134601906722,0.555810083608857,1,1,6415.1961569185
"43",0.156306306306306,5.0183712257507,0,0.113226102654614,0.324882586256205,0.555464935212106,1,1,6415.05104089116
"44",0.156456456456456,5.01825736679758,0,0.113120750173107,0.324630808486366,0.555120115398909,1,1,6414.90638669762
"45",0.156606606606607,5.01814393820102,0,0.113015509495613,0.324379274441273,0.554775632235782,1,1,6414.76219412421
"46",0.156756756756757,5.01803082193626,0,0.112910380402538,0.324127987420042,0.554431474327392,1,1,6414.61846295921
"47",0.156906906906907,5.01791786784457,0,0.112805364759226,0.323876946599408,0.554087609854501,1,1,6414.47519299229
"48",0.157057057057057,5.01780492091246,0,0.11270046482963,0.323626148040963,0.553743996003811,1,1,6414.33238401321
"49",0.157207207207207,5.01769186219262,0,0.112595680993048,0.323375588797196,0.553400597062573,1,1,6414.19003580984
"50",0.157357357357357,5.0175786483146,0,0.112491010511386,0.323125271947918,0.553057402719996,1,1,6414.04814816636
"51",0.157507507507507,5.01746532354437,0,0.11238644828615,0.322875208928667,0.552714435984701,1,1,6413.90672086287
"52",0.157657657657658,5.01735200419735,0,0.112281988990489,0.322625417304081,0.552371746397112,1,1,6413.76575367619
"53",0.157807807807808,5.01723883630513,0,0.112177629082944,0.322375915573958,0.552029393833897,1,1,6413.62524638196
"54",0.157957957957958,5.01712595682133,0,0.11207336767196,0.322126718211977,0.551687432432776,1,1,6413.48519875644
"55",0.158108108108108,5.01701347230509,0,0.111969206257468,0.32187783304976,0.55134590084199,1,1,6413.34561057751
"56",0.158258258258258,5.01690145241595,0,0.111865147954649,0.321629261086051,0.551004819506371,1,1,6413.2064816249
"57",0.158408408408408,5.01678993511598,0,0.111761196739683,0.321380997751595,0.550664192512914,1,1,6413.06781167993
"58",0.158558558558559,5.01667893300051,0,0.111657356961398,0.321133034567798,0.550324011315126,1,1,6412.92960052514
"59",0.158708708708709,5.01656844571778,0,0.111553633119996,0.320885360604895,0.549984258627292,1,1,6412.7918479437
"60",0.158858858858859,5.01645846351735,0,0.111450029833393,0.320637963499045,0.549644911720469,1,1,6412.65455371918
"61",0.159009009009009,5.01734486329998,0,0.111345805510732,0.320390811182067,0.549306291594393,1,1,6412.51767476002
"62",0.159159159159159,5.02359132369585,0,0.111241960033639,0.320139816172317,0.548958506997066,1,1,6412.38102537128
"63",0.159309309309309,5.02590868285422,0,0.111145469328286,0.31988926483426,0.548630937442956,1,1,6412.2450045119
"64",0.159459459459459,5.02256966479776,0,0.111038190030642,0.319647916242125,0.548288042452306,1,1,6412.10968054693
"65",0.15960960960961,5.02242964918056,0,0.110931648441867,0.319407955511646,0.547921701942728,1,1,6411.97467870477
"66",0.15975975975976,5.02229532462027,0,0.110828290426353,0.319156489238906,0.54759830485009,1,1,6411.84013297914
"67",0.15990990990991,5.02216460187512,0,0.110724883346915,0.318906925534981,0.547272087385982,1,1,6411.70604417005
"68",0.16006006006006,5.0220256639482,0,0.110626364196146,0.318662106622479,0.546930318909061,1,1,6411.57241240258
"69",0.16021021021021,5.02189989814726,0,0.110527209523352,0.31841752091177,0.546600374970597,1,1,6411.43923652364
"70",0.16036036036036,5.02194333048521,0,0.110411767843089,0.318168914648925,0.546276152002698,1,1,6411.30651026285
"71",0.160510510510511,5.02181998602827,0,0.110307804857871,0.317923428498362,0.545957747881113,1,1,6411.1742469047
"72",0.160660660660661,5.0214943721889,0,0.110220406247005,0.317681606263518,0.545590688024438,1,1,6411.0424462278
"73",0.160810810810811,5.02135869266723,0,0.110118512938168,0.317436868522365,0.545255074718958,1,1,6410.91109418021
"74",0.160960960960961,5.02122355526879,0,0.110016753696208,0.317192432900617,0.544920049933118,1,1,6410.78019743027
"75",0.161111111111111,5.02108899071559,0,0.109915122916285,0.31694829711715,0.54458539025679,1,1,6410.64975576055
"76",0.161261261261261,5.02095488181899,0,0.109813625592873,0.316704456960898,0.544251046123621,1,1,6410.51976895919
"77",0.161411411411411,5.02082110351313,0,0.109712267719731,0.316460910365205,0.543917039972041,1,1,6410.3902368144
"78",0.161561561561562,5.02068756618256,0,0.109611059237444,0.316217662259135,0.54358341289102,1,1,6410.26115911307
"79",0.161711711711712,5.02055423524269,0,0.109510018699231,0.315974740149964,0.54325022276837,1,1,6410.13253564029
"80",0.161861861861862,5.020421181253,0,0.10940917517299,0.31573223557764,0.542917570874637,1,1,6410.00436617789
"81",0.162012012012012,5.02027496135295,0,0.10930994352998,0.315491745359924,0.542581247302847,1,1,6409.8766510536
"82",0.162162162162162,5.02013158957858,0,0.10920954819386,0.31524770600636,0.542246875099786,1,1,6409.74938935458
"83",0.162312312312312,5.019840904259,0,0.109101689862311,0.314991930237971,0.541913845701711,1,1,6409.62258627492
"84",0.162462462462462,5.01971085064684,0,0.109006760161246,0.314752238439088,0.541580688346661,1,1,6409.49623060193
"85",0.162612612612613,5.01957813999488,0,0.108919637000117,0.314510287753308,0.541242012078339,1,1,6409.37032887251
"86",0.162762762762763,5.01945610276332,0,0.108804474801124,0.314281176381856,0.540918884740682,1,1,6409.24487744037
"87",0.162912912912913,5.01933223814583,0,0.10869932470286,0.31404114168027,0.540587464374464,1,1,6409.11987962259
"88",0.163063063063063,5.01920136814051,0,0.108599064933384,0.3137976072502,0.540256328737372,1,1,6408.99533435187
"89",0.163213213213213,5.01906759369697,0,0.108500529076876,0.313555928757608,0.539925472907227,1,1,6408.87124125654
"90",0.163363363363363,5.01893424932302,0,0.108402444841186,0.313315423710306,0.539595203263915,1,1,6408.74760001468
"91",0.163513513513514,5.01880203131669,0,0.108303819155126,0.313075339432081,0.539265285583569,1,1,6408.62441037311
"92",0.163663663663664,5.01867075017525,0,0.108203945051398,0.312835605114549,0.538935736706864,1,1,6408.50167209406
"93",0.163813813813814,5.01853701201449,0,0.108103478652507,0.312596824722993,0.538606475594927,1,1,6408.37938508615
"94",0.163963963963964,5.01840319875901,0,0.108003941680312,0.312356771874528,0.538275989433573,1,1,6408.25754907908
"95",0.164114114114114,5.01827600620707,0,0.107897656800718,0.312118860421237,0.537937971326575,1,1,6408.13616371248
"96",0.164264264264264,5.01815137333038,0,0.107834551020474,0.311895573480113,0.537591145308741,1,1,6408.01523218337
"97",0.164414414414414,5.01801611881,0,0.107706173332539,0.311639469503409,0.537284626471609,0.999943833793941,1,6407.89473439803
"98",0.164564564564565,5.01782321775459,0,0.107575324122523,0.311293676531153,0.536844924918992,0.998773018468183,1,6407.77449425292
"99",0.164714714714715,5.01767772816163,0,0.107463592272768,0.31103481346193,0.536422305510639,0.998212465101313,1,6407.65463723022
"100",0.164864864864865,5.01752263186087,0,0.107343203316764,0.310757364493061,0.536024228009378,0.997634603144166,1,6407.53512291505
"101",0.165015015015015,5.01736830424281,0,0.107231217394831,0.310479379938186,0.535627854085706,0.997049374730245,1,6407.4159496046
"102",0.165165165165165,5.01721450236198,0,0.107119476104485,0.310201680843467,0.5352318971993,0.996464557169767,1,6407.29711727306
"103",0.165315315315315,5.01706122619303,0,0.107007985708115,0.3099242590811,0.534836356515922,0.995880150994286,1,6407.17862576489
"104",0.165465465465465,5.01690847616516,0,0.106896739954701,0.309647109492478,0.534441227913301,0.99529617018805,1,6407.06047492517
"105",0.165615615615616,5.01675625749536,0,0.106785717024697,0.309370232648433,0.534046503624208,0.994712645659594,1,6406.94266459917
"106",0.165765765765766,5.01660457587722,0,0.106674879192773,0.309093637496255,0.533652173244121,0.994129626400859,1,6406.82519463195
"107",0.165915915915916,5.01645343918252,0,0.1065641762415,0.30881734297209,0.533258226392841,0.993547177009016,1,6406.70806486761
"108",0.166066066066066,5.01630285777739,0,0.106453552765464,0.308541377540311,0.53286465646285,0.992965370875884,1,6406.59127514889
"109",0.166216216216216,5.01615284175429,0,0.106342958190223,0.308265775900687,0.53247146389125,0.992384279367412,1,6406.47482531723
"110",0.166366366366366,5.01600339931727,0,0.106232356974705,0.30799057282461,0.532078657008904,0.991803958850594,1,6406.35871521347
"111",0.166516516516516,5.01585453727325,0,0.106121735694108,0.307715795162047,0.531686249251815,0.991224438958486,1,6406.2429446787
"112",0.166666666666667,5.01570625864922,0,0.106011104190515,0.307441454277049,0.531294253514853,0.990645716175931,1,6406.12751355513
"113",0.166816816816817,5.01555856267686,0,0.105900489955944,0.307167541757912,0.53090267619892,0.990067755629361,1,6406.01242168629
"114",0.166966966966967,5.01541144714046,0,0.105789927728248,0.306894030743233,0.530511514055639,0.989490501050688,1,6405.89766891662
"115",0.167117117117117,5.01526490591123,0,0.105679448506525,0.306620883049736,0.530120755395097,0.988913889032767,1,6405.78325509103
"116",0.167267267267267,5.01511893375537,0,0.105569072283766,0.306348059609061,0.529730384811047,0.988337861799335,1,6405.66918005417
"117",0.167417417417417,5.01497352515836,0,0.105458806688996,0.306075529900259,0.529340388803568,0.987762373769826,1,6405.55544365036
"118",0.167567567567568,5.01482867686783,0,0.105348650664646,0.305803276532743,0.528950759471812,0.987187391010608,1,6405.44204572351
"119",0.167717717717718,5.01465977526597,0,0.105222409234092,0.305487733138892,0.52865962241144,0.986567602844455,1,6405.3289938525
"120",0.167867867867868,5.0145157453216,0,0.105113100128852,0.305219284942513,0.528272747738755,0.98599529926538,1,6405.2162722304
"121",0.168018018018018,5.01437229636682,0,0.10500400387338,0.304951296332959,0.527885590178555,0.985423493717243,1,6405.1038885637
"122",0.168168168168168,5.0142294337539,0,0.104895107954635,0.304683720230449,0.527498105561901,0.984852207626706,1,6404.99184269798
"123",0.168318318318318,5.0140871614892,0,0.104786402232497,0.304416502832908,0.527110251944594,0.984281453435123,1,6404.88013447969
"124",0.168468468468468,5.01394548706723,0,0.104677877907372,0.304149585347339,0.526721992407431,0.983711235659206,1,6404.7687637561
"125",0.168618618618619,5.01380441230342,0,0.104569526705624,0.303882906119146,0.526333298967397,0.983141552467817,1,6404.65773037576
"126",0.168768768768769,5.01366394291919,0,0.104461340387054,0.303616402860625,0.525944156397978,0.982572397269378,1,6404.54703418844
"127",0.168918918918919,5.01352408360033,0,0.104353310533612,0.303350014696685,0.525554564961555,0.982003759981165,1,6404.43667504534
"128",0.169069069069069,5.01338483527838,0,0.104245428491326,0.303083683724252,0.525164541391905,0.981435627753745,1,6404.32665279906
"129",0.169219219219219,5.01686149326937,0,0.104142334392286,0.302822383449946,0.524697484583223,0.980897250325335,1,6404.2168768997
"130",0.169369369369369,5.01604011654209,0,0.104016381806241,0.302594393945782,0.524329700073239,0.980299106731312,1,6404.10754854246
"131",0.16951951951952,5.01588188692593,0,0.103925969107968,0.302290972456501,0.523923251043783,0.979728019812239,1,6403.99853497897
"132",0.16966966966967,5.0157215210992,0,0.103817607261595,0.30202266580698,0.523539053674041,0.979157891883412,1,6403.88986056452
"133",0.16981981981982,5.01556175841413,0,0.103709443841782,0.301754611078649,0.523155306582275,0.97858868241158,1,6403.78152226984
"134",0.16996996996997,5.01540263564954,0,0.103601480185902,0.301486806140608,0.522772007575972,0.978020421384066,1,6403.67351993771
"135",0.17012012012012,5.01524419827747,0,0.103493715745182,0.301219253988206,0.522389171646949,0.977453117755593,1,6403.56585341143
"136",0.17027027027027,5.01508649688421,0,0.103386147076296,0.300951961623238,0.522006825533967,0.976886755258968,1,6403.45852253494
"137",0.17042042042042,5.01493144301709,0,0.10321231032275,0.300726205279646,0.521673431561642,0.976408737805092,1,6403.3515449139
"138",0.170570570570571,5.01477599895297,0,0.10309646011785,0.300456122867525,0.521290645834504,0.975859392023556,1,6403.2448887391
"139",0.170720720720721,5.01462137006715,0,0.102981747310907,0.300184994927919,0.520905801650403,0.97530952641068,1,6403.13856754184
"140",0.170870870870871,5.01446758206227,0,0.102868958190574,0.299912976818871,0.520519021980996,0.974758247642511,1,6403.03258058736
"141",0.171021021021021,5.01431465401945,0,0.102758868338065,0.299640340684532,0.520130860970342,0.974204767769284,1,6402.92692710947
"142",0.171171171171171,5.01416258685879,0,0.102652073728741,0.299367448173709,0.519742274965129,0.973648480072461,1,6402.82160650421
"143",0.171321321321321,5.01401135576579,0,0.102548793673734,0.299094707533242,0.519354436291976,0.973088983291083,1,6402.71661853764
"144",0.171471471471471,5.01386090048999,0,0.102448716472825,0.298822529643891,0.518968400212571,0.972526056090828,1,6402.6119634475
"145",0.171621621621622,5.01371238067775,0,0.102423498445873,0.29854953648592,0.51856955514347,0.971831175384222,1,6402.5076228446
"146",0.171771771771772,5.01356213502505,0,0.10232625561974,0.29828423483297,0.518219287736357,0.971263743317823,1,6402.4036407863
"147",0.171921921921922,5.01341463438454,0,0.102221870641174,0.298017870369316,0.517841902138446,0.970701090405037,1,6402.29999199803
"148",0.172072072072072,5.01326736049302,0,0.102116436447511,0.297752644384724,0.517462792623908,0.970138056621755,1,6402.19667686314
"149",0.172222222222222,5.01312018829012,0,0.102009640556932,0.297488532266698,0.517082060141821,0.969575623852918,1,6402.09369517199
"150",0.172372372372372,5.01296954094003,0,0.101859949856205,0.297217063968174,0.516684731605436,0.969090595804306,1,6401.99104976035
"151",0.172522522522523,5.01282245166479,0,0.101757982348263,0.296954396112803,0.51630436609602,0.968516391910534,1,6401.88873391047
"152",0.172672672672673,5.01267580475595,0,0.101655087575368,0.296692515025164,0.515923889605386,0.967944403647108,1,6401.78675157876
"153",0.172822822822823,5.01252961472122,0,0.101551549737223,0.296431119121321,0.515543640457455,0.967374989349272,1,6401.68510250625
"154",0.172972972972973,5.01238388782978,0,0.101447578088432,0.296169992404921,0.515163868035079,0.966808133842405,1,6401.58378646127
"155",0.173123123123123,5.01223862070979,0,0.101343311819905,0.29590902452972,0.514784691938383,0.966243577691521,1,6401.4828032338
"156",0.173273273273273,5.01209380430423,0,0.101238841662591,0.29564820220473,0.514406120762855,0.965680958435455,1,6401.38215263123
"157",0.173423423423423,5.01194942946416,0,0.101134231006103,0.295387582011457,0.514028097952744,0.965119920594917,1,6401.28183447414
"158",0.173573573573574,5.01180548418929,0,0.101029530138884,0.295127256929469,0.513650549610357,0.964560176462493,1,6401.18184859259
"159",0.173723723723724,5.01166196037661,0,0.100924783677639,0.29486732677164,0.513273420794079,0.964001520977909,1,6401.08219482274
"160",0.173873873873874,5.01151377376376,0,0.10083279596047,0.294612416054415,0.512913014217467,0.963475458393987,1,6400.98287264422
"161",0.174024024024024,5.01137064269254,0,0.100728533487799,0.294350173769395,0.5125401165106,0.962918833440974,1,6400.8838825399
"162",0.174174174174174,5.01122793286069,0,0.100624180951129,0.294088288000837,0.512167099591594,0.962362190528048,1,6400.78522405663
"163",0.174324324324324,5.01108563953752,0,0.100519816018996,0.293826910886899,0.511793997218508,0.9618056653456,1,6400.68689703802
"164",0.174474474474474,5.01094500078352,0,0.100413025655966,0.293567881221761,0.511416263868101,0.961244161310361,1,6400.58890130661
"165",0.174624624624625,5.01080345572148,0,0.100309162227541,0.293308072050789,0.511043882687663,0.960689149208488,1,6400.49123675097
"166",0.174774774774775,5.01065641312629,0,0.100215553769723,0.293036614808374,0.510690651162959,0.96015382497805,1,6400.39390384181
"167",0.174924924924925,5.01051571668479,0,0.10011112277468,0.292776837003603,0.510316505202672,0.959597303185139,1,6400.29690106864
"168",0.175075075075075,5.0103754343286,0,0.100006946632848,0.292518165271422,0.509942623567839,0.959041772585808,1,6400.20022897721
"169",0.175225225225225,5.01023559434493,0,0.0999030432727429,0.292260588878851,0.509569302253061,0.958487248729634,1,6400.10388741491
"170",0.175375375375375,5.01009622504333,0,0.0997994210799645,0.292004024371162,0.509196873917213,0.957933675650951,1,6400.00787623172
"171",0.175525525525526,5.00995717978123,0,0.0996960714255904,0.291748220356066,0.508825638678371,0.957380975068802,1,6399.91219528303
"172",0.175675675675676,5.00981861436802,0,0.0995929781661977,0.291492876672474,0.508455711559177,0.956828885487977,1,6399.8168444167
"173",0.175825825825826,5.00968059679848,0,0.0994901455933246,0.291237614278955,0.508087037310515,0.956277185035022,1,6399.72182348172
"174",0.175975975975976,5.00954313300708,0,0.0993876127057382,0.290982057825718,0.507719336650316,0.955725746415957,1,6399.62713232666
"175",0.176126126126126,5.00940621316996,0,0.099285443505836,0.290726006224729,0.507352171936621,0.95517458398119,1,6399.53277079875
"176",0.176276276276276,5.00926981607771,0,0.0991836716629528,0.290469547813123,0.506985103908512,0.954623863550539,1,6399.43873874351
"177",0.176426426426426,5.00913391503907,0,0.0990822268657206,0.290213031213138,0.506617845981479,0.954073833688131,1,6399.34503600071
"178",0.176576576576577,5.00899848155222,0,0.098980905318542,0.289956887478166,0.50625032154937,0.953524718491435,1,6399.25166239852
"179",0.176726726726727,5.00886349154206,0,0.0988794221274124,0.289701422256453,0.50588260945793,0.952976638934728,1,6399.15861775392
"180",0.176876876876877,5.00872892870321,0,0.0987775162048707,0.289446710731627,0.505514844779507,0.952429598190827,1,6399.06590188396
"181",0.177027027027027,5.00859478136553,0,0.098675040066076,0.289192629467909,0.505147147265389,0.951883516472105,1,6398.97351462054
"182",0.177177177177177,5.00846104541256,0,0.0985719894073704,0.288938963209145,0.504779599628547,0.951338279638705,1,6398.88145581698
"183",0.177327327327327,5.00832772244221,0,0.0984684753765095,0.288685506771338,0.504412257060434,0.950793775920607,1,6398.78972534254
"184",0.177477477477477,5.00819482004664,0,0.0983646708915335,0.28843212095932,0.504045163238485,0.950249913936827,1,6398.69832307096
"185",0.177627627627628,5.00806234329452,0,0.0982607608120973,0.288178743211672,0.503678360250815,0.949706626555602,1,6398.6072488708
"186",0.177777777777778,5.00793030066735,0,0.0981569100330631,0.287925372316387,0.503311891312067,0.949163867659117,1,6398.51650260084
"187",0.177927927927928,5.0077987036156,0,0.0980532498803554,0.28767204555721,0.502945799513728,0.948621606920901,1,6398.42608411016
"188",0.178078078078078,5.00766755282523,0,0.0979498770227164,0.287418818649092,0.5025801255861,0.948079825061781,1,6398.33599324079
"189",0.178228228228228,5.00753685963533,0,0.0978468586469245,0.287165751856096,0.502214906124035,0.947538510267842,1,6398.24622983042
"190",0.178378378378378,5.00740662289066,0,0.0977442394805272,0.286912901928901,0.501850172628368,0.946997655769436,1,6398.15679371514
"191",0.178528528528529,5.00727684953835,0,0.0976420482223503,0.286660318151484,0.50148595103729,0.946457258172484,1,6398.06768473099
"192",0.178678678678679,5.00714753768624,0,0.0975403023834263,0.286408040854604,0.501122261449681,0.945917316241538,1,6397.97890271528
"193",0.178828828828829,5.00701868795665,0,0.0974390112369447,0.286156101098045,0.500759117657244,0.945377829889354,1,6397.89044750722
"194",0.178978978978979,5.00689030381532,0,0.0973381769522647,0.285904520747888,0.500396526286177,0.944838799202811,1,6397.80231894833
"195",0.179129129129129,5.00676237878762,0,0.0972377940507519,0.285653312521398,0.500034485432764,0.944300223468698,1,6397.71451688284
"196",0.179279279279279,5.00663491111434,0,0.0971378473598942,0.285402479873487,0.499672982789992,0.943762100157763,1,6397.62704115764
"197",0.179429429429429,5.00650790008703,0,0.0970383087001972,0.285152016822882,0.499311993466074,0.94322442406364,1,6397.5398916221
"198",0.17957957957958,5.00638133944198,0,0.0969391327289161,0.284901908021358,0.498951477929498,0.942687186861123,1,6397.45306812754
"199",0.17972972972973,5.00625522735371,0,0.0968402527554423,0.284652129452057,0.498591380854304,0.942150377616053,1,6397.36657052599
"200",0.17987987987988,5.00612955636454,0,0.0967415779915138,0.284402650174219,0.498231632065969,0.941613984892221,1,6397.28039866875
"201",0.18003003003003,5.00600432415693,0,0.0966429944787723,0.284153435243273,0.497872151099183,0.941078001228162,1,6397.19455240459
"202",0.18018018018018,5.0058795278904,0,0.0965443726953114,0.283904449485206,0.497512856885418,0.940542430084285,1,6397.10903157868
"203",0.18033033033033,5.00575516259695,0,0.0964455851395131,0.283655661389135,0.497153683527381,0.940007294017714,1,6397.02383603303
"204",0.18048048048048,5.00563122325155,0,0.0963465363513603,0.283407046560271,0.496794601543915,0.939472639559778,1,6396.93896560867
"205",0.180630630630631,5.00550771073086,0,0.0962472048714601,0.283158591606285,0.496435641346752,0.938938530295885,1,6396.85442014889
"206",0.180780780780781,5.00538151154961,0,0.0961520107227426,0.282954420007981,0.496106458705778,0.938431511227783,1,6396.77020169623
"207",0.180930930930931,5.00525862088302,0,0.0960529550771575,0.282701054771271,0.495741592737792,0.937891438268215,1,6396.68630517536
"208",0.181081081081081,5.00513615381324,0,0.0959539085723548,0.282444858685914,0.495376262557773,0.937351299181185,1,6396.60273305939
"209",0.181231231231231,5.00501413952925,0,0.0958548343936889,0.282185907156426,0.495011147008871,0.936812273773919,1,6396.51948534683
"210",0.181381381381381,5.00489260239301,0,0.0957557464855205,0.281924718253622,0.494647042057631,0.936275621520226,1,6396.436562075
"211",0.181531531531532,5.00477155918396,0,0.0956566998402441,0.281662171617939,0.494284672859718,0.935742362014956,1,6396.35396326151
"212",0.181681681681682,5.0046510111917,0,0.095557765852712,0.281399320784087,0.493924527474011,0.935213030306507,1,6396.27168884872
"213",0.181831831831832,5.00453094544458,0,0.0954590056912317,0.281137172838174,0.49356677633202,0.934687600767525,1,6396.18973867877
"214",0.181981981981982,5.00441134282293,0,0.095360453213852,0.280876515903335,0.493211293768837,0.934165582524385,1,6396.10811250731
"215",0.182132132132132,5.00429426781662,0,0.0952661905872537,0.280685743577438,0.492877403922713,0.933632584257252,1,6396.02680512937
"216",0.182282282282282,5.00417525807651,0,0.0951688036812881,0.280439373998069,0.49252497840006,0.933107538080795,1,6395.94582423395
"217",0.182432432432432,5.00405663705671,0,0.0950714854797198,0.280193377387547,0.492172686421126,0.932582848221852,1,6395.86516646792
"218",0.182582582582583,5.00393840215664,0,0.0949742743177342,0.279947827332328,0.491820467657311,0.932058237060595,1,6395.78483167299
"219",0.182732732732733,5.00382054484187,0,0.0948771926631712,0.279702737683255,0.491468317725872,0.931533579896558,1,6395.70481969191
"220",0.182882882882883,5.00370307493681,0,0.0947802514535052,0.279458087593255,0.491116263360502,0.931008856633333,1,6395.62513036925
"221",0.183033033033033,5.00358638293651,0,0.0946745838783444,0.27921694561342,0.490754852049307,0.930468287570608,1,6395.54576295441
"222",0.183183183183183,5.00346960464691,0,0.0945773073611032,0.278973069618133,0.490402901160459,0.929942997814122,1,6395.46671842607
"223",0.183333333333333,5.00335332130101,0,0.0944763695647149,0.278730721844109,0.490047457266136,0.929411465397339,1,6395.38799605618
"224",0.183483483483483,5.00323730213541,0,0.0943793945517496,0.278487474863892,0.489696133077574,0.9288866682062,1,6395.30959576977
"225",0.183633633633634,5.00312129749806,0,0.0942825518220926,0.278244522670154,0.489344805329143,0.928361810078243,1,6395.23151737246
"226",0.183783783783784,5.00300529886788,0,0.0941858224615275,0.278001804541001,0.488993496900418,0.927837027503449,1,6395.15376071175
"227",0.183933933933934,5.00288977380772,0,0.0940892034901801,0.277759339953222,0.488642483832247,0.927312640292412,1,6395.07632563777
"228",0.184084084084084,5.00277471755965,0,0.093992693997667,0.277517124771078,0.48829176750201,0.926788658005566,1,6394.9992119974
"229",0.184234234234234,5.00266012780521,0,0.0938962932430064,0.277275155329641,0.487941349342237,0.926265089709734,1,6394.92241963756
