"","q","M","s1","s2","s3","s4","s5","s6","log.lik"
"1",0.001,0.222861503563218,0,0.0726598473774524,0.223160750177498,0.408642549414994,0.806902920854612,1,6385.14267093737
"2",0.01,0.222860553351011,0,0.0726599976732765,0.223160999413697,0.408642713552641,0.806902952443457,1,6385.14314454173
"3",0.1,0.222851051287142,0,0.0726615007271384,0.223163491831982,0.408644354943462,0.806903269119029,1,6385.1478806242
"4",1,0.222756036549822,0,0.0726765401651578,0.223188420477843,0.408660765673483,0.806906515063283,1,6385.19524533819
"5",1.4994994994995,0.222703308235606,0,0.0726848934566997,0.22320225684738,0.408669864236839,0.806908384171869,1,6385.22153578118
"6",1.998998998999,0.222650583517973,0,0.0726932510384357,0.223216091626976,0.40867895080418,0.806910306722914,1,6385.24782840498
"7",2.4984984984985,0.222597862512968,0,0.0727016128908658,0.223229923033796,0.408688022152869,0.806912286942767,1,6385.27412321069
"8",2.997997997998,0.222545145326178,0,0.072709979150164,0.223243749297865,0.408697075792676,0.806914329180066,1,6385.30042019937
"9",3.4974974974975,0.222476116420017,0,0.0727385203618015,0.223299471817906,0.408756181769141,0.806917570998403,1,6385.32671211207
"10",3.996996996997,0.222423303764644,0,0.0727469488031396,0.223313657371486,0.408765546492095,0.806919129164063,1,6385.35301334773
"11",4.4964964964965,0.222370485325182,0,0.0727553824622567,0.223327863207994,0.408774877231972,0.8069207099877,1,6385.37931676066
"12",4.995995995996,0.222317660655665,0,0.0727638218584184,0.223342089378029,0.408784175523034,0.806922313174471,1,6385.40562235097
"13",5.4954954954955,0.222264829291568,0,0.0727722674968873,0.223356335729725,0.408793443160276,0.806923938346051,1,6385.43193011874
"14",5.99499499499499,0.222211990766069,0,0.0727807198631047,0.223370601777295,0.408802682010281,0.806925585170973,1,6385.45824006411
"15",6.49449449449449,0.222159144621958,0,0.0727891794285941,0.223384886576984,0.408811893795184,0.80692725352716,1,6385.4845521873
"16",6.99399399399399,0.222106290419238,0,0.0727976466614648,0.223399188613357,0.408821079907543,0.806928943701536,1,6385.51086648867
"17",7.49349349349349,0.222053427746639,0,0.0728061220346605,0.223413505707609,0.408830241237942,0.806930656561584,1,6385.53718296874
"18",7.99299299299299,0.222000556226672,0,0.0728146060471366,0.22342783496739,0.408839378027493,0.80693239374188,1,6385.56350162821
"19",8.49249249249249,0.221947675527902,0,0.0728230992371795,0.223442172777665,0.408848489790578,0.806934157800319,1,6385.58982246801
"20",8.99199199199199,0.221894785372207,0,0.0728316022160969,0.223456514842008,0.408857575252311,0.806935952374785,1,6385.6161454893
"21",9.49149149149149,0.221841885558678,0,0.072840115675934,0.223470856301391,0.408866632392075,0.806937782276813,1,6385.64247069347
"22",9.99099099099099,0.221788975985117,0,0.0728486404175424,0.223485191893305,0.408875658522495,0.806939653566215,1,6385.66879808211
"23",10.4904904904905,0.221736056683909,0,0.0728571773592695,0.223499516172583,0.408884650429391,0.806941573578564,1,6385.695127657
"24",10.98998998999,0.221683127864763,0,0.0728657275289502,0.223513823760833,0.408893604577103,0.806943550881086,1,6385.72145942006
"25",11.4894894894895,0.221630189950283,0,0.0728742920632931,0.223528109606682,0.408902517328698,0.806945595245558,1,6385.74779337329
"26",11.988988988989,0.221577243615029,0,0.0728828721587697,0.223542369253467,0.408911385247329,0.806947717495952,1,6385.77412951871
"27",12.4884884884885,0.221524289788928,0,0.072891469041236,0.223556599038356,0.408920205362621,0.806949929391598,1,6385.80046785829
"28",12.987987987988,0.221471329627403,0,0.0729000838992372,0.223570796310869,0.408928975548922,0.806952243419566,1,6385.82680839386
"29",13.4874874874875,0.221418364431775,0,0.0729087178111236,0.22358495956881,0.408937694881206,0.806954672488484,1,6385.85315112708
"30",13.986986986987,0.221362565345272,0,0.0729161728399327,0.223635502551162,0.408977513759821,0.806916428858113,1,6385.87948947408
"31",14.4864864864865,0.221309944909228,0,0.0729246112613064,0.223649887375628,0.40898625261636,0.806917195082263,1,6385.90583639973
"32",14.985985985986,0.221257339130173,0,0.0729330688394288,0.223664246320635,0.408994982591251,0.806917958646688,1,6385.93218550663
"33",15.4854854854855,0.221204748908601,0,0.0729415450647402,0.223678580277425,0.409003709502408,0.806918722874596,1,6385.95853679441
"34",15.984984984985,0.221152175321026,0,0.0729500392052883,0.223692892941866,0.409012442270302,0.806919493371858,1,6385.98489026246
"35",16.4844844844845,0.221099619896382,0,0.0729585506729074,0.223707192278188,0.409021194458052,0.806920278912411,1,6386.01124590994
"36",16.983983983984,0.221047084924719,0,0.0729670795916838,0.223721492250012,0.40902998628847,0.806921092734127,1,6386.03760373585
"37",17.4834834834835,0.220994573512302,0,0.0729756275311366,0.223735814520186,0.409038846934455,0.806921954264565,1,6386.06396373918
"38",17.982982982983,0.220942088816245,0,0.0729841982269556,0.223750189491042,0.409047816623366,0.806922891132402,1,6386.09032591918
"39",18.4824824824825,0.220889631436017,0,0.0729927978098144,0.223764655487646,0.409056947572318,0.806923940998125,1,6386.11669027563
"40",18.981981981982,0.220837193802658,0,0.073001433562153,0.22377925387962,0.409066301750015,0.806925151634298,1,6386.14305680887
"41",19.4814814814815,0.220784750894987,0,0.0730101096735529,0.223794016431182,0.409075942457222,0.806926577557626,1,6386.16942551874
"42",19.980980980981,0.220732249532302,0,0.0730188188477095,0.223808940503481,0.409085917200986,0.806928273455071,1,6386.19579640143
